flag,homeport_state_1789_fr,destination_ferme_bureau,year,destination_ferme_direction,destination,departure_action,homeport,departure_state_1789_fr,destination_action,departure_ferme_direction,tonnage_class,tonnage,departure,destination_state_1789_fr,departure_ferme_bureau
French,France,,1787,,Dunkerque,out,Île d' Yeu,France,in,Nantes,[51-100],80,Nantes,France,Nantes
French,France,,1787,,Dunkerque,out,Île d' Yeu,France,in,Nantes,[51-100],60,Nantes,France,Nantes
Swedish,Suède,,1787,,Ostende,out,Barth,France,in,,[101-200],180,Dunkerque,Autriche,
Hamburguese,Hambourg,Le Havre,1787,Rouen,Le Havre,out,Hambourg,France,in,,[101-200],180,Dunkerque,France,
Hamburguese,Hambourg,Nantes,1787,Nantes,Nantes,out,Hambourg,France,in,,[51-100],100,Dunkerque,France,
Prussian,Prusse,Bordeaux,1787,Bordeaux,Bordeaux,out,Emden,France,in,,[101-200],145,Dunkerque,France,
Dutch,Provinces-Unies,Bordeaux,1787,Bordeaux,Bordeaux,out,Rotterdam,France,in,,[101-200],110,Dunkerque,France,
British,Grande-Bretagne,,1787,,Ostende,out,Yarmouth,France,in,,[101-200],130,Dunkerque,Autriche,
Bremen,Brême,Nantes,1787,Nantes,Nantes,out,Bremen,France,in,,[101-200],150,Dunkerque,France,
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Libourne,France,in,,[51-100],66,Dunkerque,France,
Danish,Danemark,Nantes,1787,Nantes,Nantes,out,Altona,France,in,,[101-200],200,Dunkerque,France,
Hamburguese,Hambourg,,1787,,Dunkerque,out,Hambourg,France,in,Bordeaux,[101-200],161,Bordeaux,France,Bordeaux
Swedish,Suède,,1787,,Ostende,out,Göteborg,France,in,,[51-100],80,Dunkerque,Autriche,
French,France,,1787,,Cadix,out,Saint Malo,France,in,,[101-200],190,Dunkerque,Espagne,
Austrian NL,Autriche,,1787,,Nord Ferrow en Norvege,out,Ostende,France,in,,[21-50],35,Dunkerque,Danemark,
French,France,Brest,1787,Lorient,Brest,out,Boulogne [sur Mer],France,in,,[101-200],150,Dunkerque,France,
French,France,Sète,1787,Montpellier,Sette,out,Saint Valery,France,in,,[101-200],175,Dunkerque,France,
French,France,,1787,,Lisbonne [mais: Angleterre],out,Boulogne sur Mer,France,in,,[21-50],40,Dunkerque,Grande-Bretagne,
French,France,,1787,,Douvres,out,Calais,France,in,,[1-20],8,Dunkerque,Grande-Bretagne,
Austrian NL,Autriche,,1787,,Nord Ferrow en Norvege,out,Ostende,France,in,,[21-50],35,Dunkerque,Danemark,
Austrian NL,Autriche,,1787,,Nord Ferrow en Norvege,out,Ostende,France,in,,[1-20],12,Dunkerque,Danemark,
Austrian NL,Autriche,,1787,,Nord Ferrow en Norvege,out,Ostende,France,in,,[1-20],12,Dunkerque,Danemark,
Austrian NL,Autriche,,1787,,Nord Ferrow en Norvege,out,Ostende,France,in,,[1-20],12,Dunkerque,Danemark,
French,France,,1787,,Liverpool,out,Le Havre,France,in,,[51-100],85,Dunkerque,Grande-Bretagne,
French,France,,1787,,Elseneur,out,Saint Valery sur Somme,France,in,,[201-500],234,Dunkerque,Danemark,
French,France,,1787,,Dunkerque,out,Boulogne sur Mer,France,in,Rouen,[51-100],80,Le Havre,France,Le Havre
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[51-100],80,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],20,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],20,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],20,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],20,Dunkerque,France,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],58,Dunkerque,Autriche,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[51-100],52,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,Cherbourg,1787,Caen,Cherbourg,out,Cherbourg,France,in,,[21-50],40,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[51-100],55,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],50,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Lorient,[21-50],49,Lorient,France,Lorient
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Cherbourg,France,in,,[101-200],110,Dunkerque,France,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],36,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],36,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],36,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],36,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],32,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],32,Dunkerque,Autriche,
French,France,,1787,,Dunkerque,out,Noimoutier,France,in,Nantes,[51-100],60,Nantes,France,Nantes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],25,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],40,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,Nantes,1787,Nantes,Nantes,out,Nantes,France,in,,[21-50],50,Dunkerque,France,
French,France,Nantes,1787,Nantes,Nantes,out,Nantes,France,in,,[21-50],50,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Boulogne sur Mer,France,in,Rouen,[21-50],36,Le Havre,France,Le Havre
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[21-50],36,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Boulogne sur Mer,France,in,Rouen,[21-50],36,Le Havre,France,Le Havre
French,France,Calais,1787,Amiens,Calais,out,Noirmoutier,France,in,,[51-100],90,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],20,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],43,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],30,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],38,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Bordeaux,[51-100],83,Bordeaux,France,Bordeaux
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Bordeaux,France,in,,[51-100],83,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],38,Le Havre,France,Le Havre
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],28,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],28,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],28,Dunkerque,Autriche,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Noirmoutier,France,in,Bordeaux,[51-100],70,Bordeaux,France,Bordeaux
French,France,Calais,1787,Amiens,Calais,out,Calais,France,in,,[21-50],25,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dieppe,France,in,La Rochelle,[101-200],118,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Libourne,France,in,Saint-Malo,[101-200],109,Saint Malo,France,Saint-Malo
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Saint Malo,France,in,,[51-100],70,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[101-200],125,Marennes,France,Marennes
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Saint Malo,France,in,,[51-100],70,Dunkerque,France,
French,France,Cherbourg,1787,Caen,Cherbourg,out,Rouen,France,in,,[51-100],55,Dunkerque,France,
French,France,Nantes,1787,Nantes,Nantes,out,Nantes,France,in,,[51-100],70,Dunkerque,France,
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Bordeaux,France,in,,[101-200],180,Dunkerque,France,
French,France,Bayonne,1787,Bayonne,Bayonne,out,Noirmoutier,France,in,,[51-100],60,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],30,Le Havre,France,Le Havre
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],25,Rouen,France,Rouen
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],45,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],45,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],55,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],55,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],60,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],50,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],50,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],60,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],50,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],66,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[1-20],12,Dunkerque,Autriche,
French,France,,1787,,Dunkerque,out,Charente,France,in,La Rochelle,[51-100],57,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],35,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],22,Calais,France,Calais
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],25,Rouen,France,Rouen
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne [sur Mer],France,in,,[21-50],25,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[21-50],25,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Rouen,France,in,Bordeaux,[51-100],80,Bordeaux,France,Bordeaux
French,France,Saint-Martin île de Ré,1787,La Rochelle,Ars en Ré,out,France [Ars-en-Ré],France,in,Lille,[51-100],70,Gravelines,France,Gravelines
French,France,,1787,,Dunkerque,out,Cherbourg,France,in,Bordeaux,[101-200],138,Bordeaux,France,Bordeaux
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],35,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],30,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],38,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Noirmoutier,France,in,Nantes,[51-100],75,Nantes,France,Nantes
French,France,,1787,,Dunkerque,out,Noirmoutier,France,in,Nantes,[51-100],75,Nantes,France,Nantes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[51-100],75,Le Havre,France,Le Havre
French,France,Dieppe,1787,Rouen,Dieppe,out,Dieppe,France,in,,[101-200],150,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[21-50],28,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[1-20],20,Le Havre,France,Le Havre
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[1-20],20,Le Havre,France,Le Havre
French,France,Marennes,1787,La Rochelle,Marennes,out,France [Ars-en-Ré],France,in,Lille,[51-100],80,Gravelines,France,Gravelines
French,France,,1787,,Dunkerque,out,Boulogne,France,in,Rouen,[1-20],18,Le Havre,France,Le Havre
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],15,Dunkerque,France,
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Saint Malo,France,in,,[21-50],44,Dunkerque,France,
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Lorient,France,in,,[51-100],70,Dunkerque,France,
French,France,Marennes,1787,La Rochelle,Marennes,out,Saint Malo,France,in,,[101-200],115,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Cherbourg,France,in,La Rochelle,[51-100],100,Marennes,France,Marennes
French,France,Cherbourg,1787,Caen,Cherbourg,out,Cherbourg,France,in,,[51-100],74,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[101-200],180,Calais,France,Calais
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[1-20],15,Calais,France,Calais
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Saint Malo,France,in,,[51-100],80,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[101-200],106,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[51-100],85,Marennes,France,Marennes
French,France,Rouen,1787,Rouen,Rouen,out,Le Havre,France,in,,[51-100],75,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[51-100],67,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[51-100],89,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Saint Valery sur Somme,France,in,Amiens,[201-500],234,Calais,France,Calais
French,France,Bayonne,1787,Bayonne,Bayonne,out,Noirmoutier,France,in-out,,[51-100],70,Dunkerque,France,
French,France,Sables d'Olonne,1787,La Rochelle,Noirmoutier,out,Noirmoutier,France,in,,[21-50],36,Dunkerque,France,
French,France,Bayonne,1787,Bayonne,Bayonne,out,Noirmoutier,France,in,,[51-100],60,Dunkerque,France,
French,France,Lorient,1787,Lorient,Lorient,out,Le Havre,France,in,,[51-100],80,Dunkerque,France,
French,France,Le Havre,1787,Rouen,Le Havre,out,Le Havre,France,in,,[21-50],40,Dunkerque,France,
French,France,Le Havre,1787,Rouen,Le Havre,out,Le Havre,France,in,,[21-50],40,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],40,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Bordeaux,[101-200],150,Bordeaux,France,Bordeaux
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[51-100],75,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Brest,France,in,La Rochelle,[51-100],72,Marennes,France,Marennes
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Bayonne,France,in,,[51-100],100,Dunkerque,France,
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Saint Malo,France,in,,[21-50],40,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],25,Rouen,France,Rouen
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Saint Malo,France,in,,[51-100],90,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],25,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[51-100],80,Marennes,France,Marennes
French,France,Saint-Malo,1787,Saint-Malo,Saint Malo,out,Saint Malo,France,in,,[21-50],50,Dunkerque,France,
French,France,Sables d'Olonne,1787,La Rochelle,Noirmoutier,out,Noirmoutier,France,in,Lille,[21-50],50,Gravelines,France,Gravelines
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],66,Dunkerque,Autriche,
French,France,Nantes,1787,Nantes,Nantes,out,Nantes,France,in,,[51-100],55,Dunkerque,France,
French,France,Nantes,1787,Nantes,Bourgneuf,out,Bourgneuf,France,in,Lille,[21-50],48,Gravelines,France,Gravelines
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,La Rochelle,[201-500],381,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,La Rochelle,[201-500],250,Marennes,France,Marennes
French,France,Nantes,1787,Nantes,Bourgneuf,out,Bourgneuf,France,in,Lille,[21-50],48,Gravelines,France,Gravelines
French,France,Nantes,1787,Nantes,Nantes,out,Saint Valery,France,in,,[101-200],150,Dunkerque,France,
French,France,Nantes,1787,Nantes,Bourgneuf,out,Bourgneuf,France,in,Lille,[21-50],48,Gravelines,France,Gravelines
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[51-100],70,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,La Rochelle,[51-100],63,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[51-100],87,Marennes,France,Marennes
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne [sur Mer],France,in,,[51-100],80,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[51-100],65,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],20,Dunkerque,France,
French,France,Nantes,1787,Nantes,Nantes,out,Nantes,France,in,,[101-200],120,Dunkerque,France,
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Rouen,France,in,,[51-100],80,Dunkerque,France,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],58,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],58,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],58,Dunkerque,Autriche,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],40,Rouen,France,Rouen
French,France,Marennes,1787,La Rochelle,Marennes,out,Saint Malo,France,in,,[51-100],79,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[51-100],94,Marennes,France,Marennes
French,France,Saint-Malo,1787,Saint-Malo,Saint Malo,out,Saint Malo,France,in,,[51-100],70,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Caen,[1-20],6,Cherbourg,France,Cherbourg
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Nantes,France,in,,[51-100],60,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[51-100],53,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[201-500],280,Dieppe,France,Dieppe
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Bordeaux,France,in,,[51-100],70,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],50,Le Havre,France,Le Havre
French,France,,1787,,Dunkerque,out,Brest,France,in,Bayonne,[51-100],55,Bayonne,France,Bayonne
French,France,,1787,,Dunkerque,out,Cherbourg,France,in,Amiens,[101-200],110,Calais,France,Calais
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],25,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Calais,France,in,Rouen,[1-20],12,Le Havre,France,Le Havre
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],36,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],32,Dunkerque,Autriche,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],25,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],25,Rouen,France,Rouen
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],40,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],25,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Nantes,[21-50],50,Nantes,France,Nantes
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne [sur Mer],France,in,,[21-50],40,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Noirmoutiers,France,in,Bayonne,[51-100],90,Bayonne,France,Bayonne
French,France,Sables d'Olonne,1787,La Rochelle,Noirmoutier,out,Noirmoutier,France,in,,[51-100],90,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[51-100],75,Rouen,France,Rouen
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],20,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne [sur Mer],France,in,,[1-20],20,Dunkerque,France,
French,France,Marennes,1787,La Rochelle,Marennes,out,Marennes,France,in,,[21-50],50,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Boulogne,France,in,Rouen,[101-200],150,Le Havre,France,Le Havre
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],18,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],18,Dunkerque,France,
French,France,Boulogne-sur-Mer,1787,Amiens,Boulogne sur Mer,out,Boulogne sur Mer,France,in,,[1-20],18,Dunkerque,France,
French,France,Rouen,1787,Rouen,Rouen,out,Le Havre,France,in,,[21-50],48,Dunkerque,France,
French,France,Le Havre,1787,Rouen,Le Havre,out,Le Havre,France,in,,[21-50],48,Dunkerque,France,
French,France,Le Havre,1787,Rouen,Le Havre,out,Le Havre,France,in,,[21-50],48,Dunkerque,France,
French,France,Rouen,1787,Rouen,Rouen,out,Le Havre,France,in,,[21-50],48,Dunkerque,France,
French,France,,1787,,Dunkerque,in-out,Dunkerque,France,in,Rouen,[201-500],350,Le Havre,France,Le Havre
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Bordeaux,[51-100],83,Bordeaux,France,Bordeaux
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Saint Malo,France,in,,[51-100],70,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],30,Dieppe,France,Dieppe
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],30,Le Havre,France,Le Havre
French,France,Sables d'Olonne,1787,La Rochelle,Noirmoutier,out,Noirmoutier,France,in,Lille,[51-100],70,Gravelines,France,Gravelines
British,Grande-Bretagne,,1787,,Padstow,out,Angleterre [Padstow],France,in,Lille,[21-50],32,Gravelines,Grande-Bretagne,Gravelines
French,France,Sables d'Olonne,1787,La Rochelle,Noirmoutier,out,Noirmoutier,France,in,,[51-100],70,Dunkerque,France,
French,France,Calais,1787,Amiens,Calais,out,Calais,France,in,,[21-50],25,Dunkerque,France,
French,France,La Rochelle,1787,La Rochelle,La Rochelle,out,Saint Malo,France,in,,[51-100],100,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[101-200],150,Marennes,France,Marennes
French,France,Dieppe,1787,Rouen,Dieppe,out,Dieppe,France,in,,[101-200],115,Dunkerque,France,
French,France,Marennes,1787,La Rochelle,Marennes,out,Marennes,France,in,,[51-100],58,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Bordeaux,[51-100],100,Bordeaux,France,Bordeaux
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],42,Etaples,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[51-100],60,Saint Valéry sur Somme,France,Saint-Valéry-sur-Somme
French,France,Bordeaux,1787,Bordeaux,Bordeaux,out,Nantes,France,in,,[51-100],100,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Saint Malo,France,in,La Rochelle,[101-200],125,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[21-50],47,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Le Conquet,France,in,La Rochelle,[21-50],46,Marennes,France,Marennes
French,France,,1787,,Dunkerque,out,Nantes,France,in,Bordeaux,[51-100],70,Bordeaux,France,Bordeaux
French,France,Nantes,1787,Nantes,Nantes,out,Nantes,France,in,,[51-100],70,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Boulogne sur Mer,France,in,Rouen,[21-50],40,Le Havre,France,Le Havre
French,France,Sables d'Olonne,1787,La Rochelle,Noirmoutier,out,Noirmoutier,France,in,,[51-100],60,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[1-20],8,Calais,France,Calais
French,France,Calais,1787,Amiens,Calais,out,Calais,France,in,,[1-20],8,Dunkerque,France,
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],30,Boulogne sur Mer,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],30,Boulogne sur Mer,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],30,Boulogne sur Mer,France,Boulogne-sur-Mer
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[21-50],30,Calais,France,Calais
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Amiens,[101-200],156,Calais,France,Calais
French,France,,1787,,Dunkerque,out,Dunkerque,France,in,Rouen,[21-50],30,Dieppe,France,Dieppe
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],45,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[21-50],45,Dunkerque,Autriche,
Austrian NL,Autriche,,1787,,Ostende,out,Ostende,France,in,,[51-100],55,Dunkerque,Autriche,
