tonnage,homeport_state_1789_fr,year,pointcall_province,pointcall_admiralty,pointcall_action,tonnage_class,homeport,ferme_bureau,flag,pointcall,ferme_direction
56,,1789,Flandre,Dunkerque,out,[51-100],Naderney,Dunkerque,Prussian,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
320,France,1789,Flandre,Dunkerque,out,[201-500],Dunkerque,Dunkerque,French,Dunkerque,Lille
125,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Newcastle,Dunkerque,British,Dunkerque,Lille
28,Autriche,1789,Flandre,Dunkerque,out,[21-50],Ostende,Dunkerque,Austrian NL,Dunkerque,Lille
75,,1789,Flandre,Dunkerque,out,[51-100],Barmouth,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Deal,Dunkerque,British,Dunkerque,Lille
55,France,1789,Flandre,Dunkerque,out,[51-100],Lorient,Dunkerque,French,Dunkerque,Lille
50,Autriche,1789,Flandre,Dunkerque,out,[21-50],Ostende,Dunkerque,Austrian NL,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Wisenoe [Wivenhoe],Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
220,Grande-Bretagne,1789,Flandre,Dunkerque,out,[201-500],Glascow,Dunkerque,British,Dunkerque,Lille
80,France,1789,Flandre,Dunkerque,out,[51-100],Dunkerque,Dunkerque,French,Dunkerque,Lille
70,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Glascow,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Deal,Dunkerque,British,Dunkerque,Lille
50,,1789,Flandre,Dunkerque,out,[21-50],,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Deal,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Deal,Dunkerque,British,Dunkerque,Lille
30,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Padstow,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Folkstone,Dunkerque,British,Dunkerque,Lille
65,Prusse,1789,Flandre,Dunkerque,out,[51-100],Embden,Dunkerque,Prussian,Dunkerque,Lille
98,France,1789,Flandre,Dunkerque,out,[51-100],Anveaux,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Colchester,Dunkerque,British,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Queenborough,Dunkerque,British,Dunkerque,Lille
104,France,1789,Flandre,Dunkerque,out,[101-200],Saint Malo,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Folkstone,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Rochester,Dunkerque,British,Dunkerque,Lille
40,France,1789,Flandre,Dunkerque,out,[21-50],Dunkerque,Dunkerque,French,Dunkerque,Lille
55,France,1789,Flandre,Dunkerque,out,[51-100],Noirmoutier,Dunkerque,French,Dunkerque,Lille
155,Danemark,1789,Flandre,Dunkerque,out,[101-200],Moss,Dunkerque,Danish/Norwegian,Dunkerque,Lille
50,,1789,Flandre,Dunkerque,out,[21-50],Nordenes,Dunkerque,Danish,Dunkerque,Lille
45,Autriche,1789,Flandre,Dunkerque,out,[21-50],Ostende,Dunkerque,Austrian NL,Dunkerque,Lille
68,France,1789,Flandre,Dunkerque,out,[51-100],Dunkerque,Dunkerque,French,Dunkerque,Lille
10,France,1789,Flandre,Dunkerque,out,[1-20],Courseuille,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Burnham,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Shoram,Dunkerque,British,Dunkerque,Lille
40,France,1789,Flandre,Dunkerque,out,[21-50],Saint Malo,Dunkerque,French,Dunkerque,Lille
40,France,1789,Flandre,Dunkerque,out,[21-50],Dunkerque,Dunkerque,French,Dunkerque,Lille
130,Danemark,1789,Flandre,Dunkerque,out,[101-200],Mandahl,Dunkerque,Danish/Norwegian,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Greenwich,Dunkerque,British,Dunkerque,Lille
130,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
130,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
130,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Londres,Dunkerque,British,Dunkerque,Lille
74,France,1789,Flandre,Dunkerque,out,[51-100],Bordeaux,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Harwich,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Harwich,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Harwich,Dunkerque,British,Dunkerque,Lille
200,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
50,Provinces-Unies,1789,Flandre,Dunkerque,out,[21-50],Flessingue,Dunkerque,Dutch,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
80,France,1789,Flandre,Dunkerque,out,[51-100],Noirmoutier,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Folkstone,Dunkerque,British,Dunkerque,Lille
65,France,1789,Flandre,Dunkerque,out,[51-100],Libourne,Dunkerque,French,Dunkerque,Lille
86,France,1789,Flandre,Dunkerque,out,[51-100],Saint Malo,Dunkerque,French,Dunkerque,Lille
140,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Sunderland,Dunkerque,British,Dunkerque,Lille
36,Autriche,1789,Flandre,Dunkerque,out,[21-50],Ostende,Dunkerque,Austrian NL,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Colchester,Dunkerque,British,Dunkerque,Lille
150,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Kincardine,Dunkerque,British,Dunkerque,Lille
130,Autriche,1789,Flandre,Dunkerque,out,[101-200],Nieuport,Dunkerque,Austrian NL,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
59,France,1789,Flandre,Dunkerque,out,[51-100],Conquet,Dunkerque,French,Dunkerque,Lille
100,France,1789,Flandre,Dunkerque,out,[51-100],Cherbourg,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Rochester,Dunkerque,British,Dunkerque,Lille
110,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Londres,Dunkerque,British,Dunkerque,Lille
86,,1789,Flandre,Dunkerque,out,[51-100],Rothesay,Dunkerque,British,Dunkerque,Lille
160,France,1789,Flandre,Dunkerque,out,[101-200],Saint Malo,Dunkerque,French,Dunkerque,Lille
58,France,1789,Flandre,Dunkerque,out,[51-100],Croisic,Dunkerque,French,Dunkerque,Lille
150,Prusse,1789,Flandre,Dunkerque,out,[101-200],Embden,Dunkerque,Prussian,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Douvres,Dunkerque,British,Dunkerque,Lille
60,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Southampton,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Burnham,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Rochester,Dunkerque,British,Dunkerque,Lille
300,France,1789,Flandre,Dunkerque,out,[201-500],Dunkerque,Dunkerque,French,Dunkerque,Lille
60,Danemark,1789,Flandre,Dunkerque,out,[51-100],Christiansand,Dunkerque,Danish/Norwegian,Dunkerque,Lille
25,Autriche,1789,Flandre,Dunkerque,out,[21-50],Ostende,Dunkerque,Austrian NL,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Brighttenston,Dunkerque,British,Dunkerque,Lille
140,Danemark,1789,Flandre,Dunkerque,out,[101-200],Moss,Dunkerque,Danish/Norwegian,Dunkerque,Lille
60,France,1789,Flandre,Dunkerque,out,[51-100],Dunkerque,Dunkerque,French,Dunkerque,Lille
33,France,1789,Flandre,Dunkerque,out,[21-50],Honfleur,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Harwich,Dunkerque,British,Dunkerque,Lille
40,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Padstow,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Malden,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Deal,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Londres,Dunkerque,British,Dunkerque,Lille
320,France,1789,Flandre,Dunkerque,out,[201-500],Dunkerque,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Feversham,Dunkerque,British,Dunkerque,Lille
150,,1789,Flandre,Dunkerque,out,[101-200],Mackum,Dunkerque,Dutch,Dunkerque,Lille
70,,1789,Flandre,Dunkerque,out,[51-100],Arundell,Dunkerque,British,Dunkerque,Lille
130,,1789,Flandre,Dunkerque,out,[101-200],Delfziel [Delzyl],Dunkerque,Dutch,Dunkerque,Lille
110,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
70,,1789,Flandre,Dunkerque,out,[51-100],Plassac,Dunkerque,French,Dunkerque,Lille
40,France,1789,Flandre,Dunkerque,out,[21-50],Dunkerque,Dunkerque,French,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Malden,Dunkerque,British,Dunkerque,Lille
90,Provinces-Unies,1789,Flandre,Dunkerque,out,[51-100],Amsterdam,Dunkerque,Dutch,Dunkerque,Lille
44,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Yarmouth,Dunkerque,British,Dunkerque,Lille
12,Grande-Bretagne,1789,Flandre,Dunkerque,out,[1-20],Feversham,Dunkerque,British,Dunkerque,Lille
60,France,1789,Flandre,Dunkerque,out,[51-100],Nantes,Dunkerque,French,Dunkerque,Lille
102,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Londres,Dunkerque,British,Dunkerque,Lille
50,France,1789,Flandre,Dunkerque,out,[21-50],Croisic,Dunkerque,French,Dunkerque,Lille
72,Prusse,1789,Flandre,Dunkerque,out,[51-100],Embden,Dunkerque,Prussian,Dunkerque,Lille
150,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
10,France,1789,Flandre,Dunkerque,out,[1-20],Courseuille,Dunkerque,French,Dunkerque,Lille
140,Danemark,1789,Flandre,Dunkerque,in-out,[101-200],Norvégien,Gravelines,Danish/Norwegian,Gravelines,Lille
140,Danemark,1789,Flandre,Dunkerque,in-out,[101-200],Norvégien,Gravelines,Danish/Norwegian,Gravelines,Lille
150,Danemark,1789,Flandre,Dunkerque,in-out,[101-200],Norvégien,Gravelines,Danish/Norwegian,Gravelines,Lille
75,,1789,Flandre,Dunkerque,in-out,[51-100],,Gravelines,French,Gravelines,Lille
52,,1789,Flandre,Dunkerque,in-out,[51-100],,Gravelines,French,Gravelines,Lille
90,Danemark,1789,Flandre,Dunkerque,in-out,[51-100],Norvégien,Gravelines,Danish/Norwegian,Gravelines,Lille
40,France,1789,Flandre,Dunkerque,in-out,[21-50],Bourgneuf,Gravelines,French,Gravelines,Lille
63,Danemark,1789,Flandre,Dunkerque,in-out,[51-100],Norvégien,Gravelines,Danish/Norwegian,Gravelines,Lille
96,Danemark,1789,Flandre,Dunkerque,in-out,[51-100],Norvégien,Gravelines,Danish/Norwegian,Gravelines,Lille
60,France,1789,Flandre,Dunkerque,in-out,[51-100],L' Ile Dieu,Gravelines,French,Gravelines,Lille
80,Danemark,1789,Flandre,Dunkerque,in-out,[51-100],Norvégien,Gravelines,Danish/Norwegian,Gravelines,Lille
36,,1789,Flandre,Dunkerque,in-out,[21-50],,Gravelines,French,Gravelines,Lille
64,,1789,Flandre,Dunkerque,in-out,[51-100],,Gravelines,French,Gravelines,Lille
50,,1789,Flandre,Dunkerque,in-out,[21-50],,Gravelines,French,Gravelines,Lille
60,,1789,Flandre,Dunkerque,in-out,[51-100],,Gravelines,French,Gravelines,Lille
70,,1789,Flandre,Dunkerque,out,[51-100],Delfziel [Delzyl],Dunkerque,Dutch,Dunkerque,Lille
88,,1789,Flandre,Dunkerque,out,[51-100],Blackeney,Dunkerque,British,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Whitstable,Dunkerque,British,Dunkerque,Lille
70,,1789,Flandre,Dunkerque,in-out,[51-100],,Gravelines,French,Gravelines,Lille
30,France,1789,Flandre,Dunkerque,out,[21-50],Dunkerque,Dunkerque,French,Dunkerque,Lille
59,,1789,Flandre,Dunkerque,in-out,[51-100],,Gravelines,French,Gravelines,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],South End,Dunkerque,British,Dunkerque,Lille
50,,1789,Flandre,Dunkerque,out,[21-50],Arehut,Dunkerque,French,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Whitstable,Dunkerque,British,Dunkerque,Lille
90,,1789,Flandre,Dunkerque,out,[51-100],Cardegan,Dunkerque,British,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Lée,Dunkerque,British,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Whitstable,Dunkerque,British,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],,Dunkerque,,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Painsea,Dunkerque,NonFrench,Dunkerque,Lille
50,,1789,Flandre,Dunkerque,out,[21-50],New Hallanzée,Dunkerque,NonFrench,Dunkerque,Lille
50,,1789,Flandre,Dunkerque,out,[21-50],,Dunkerque,,Dunkerque,Lille
65,,1789,Flandre,Dunkerque,out,[51-100],Vindam,Dunkerque,Dutch,Dunkerque,Lille
70,,1789,Flandre,Dunkerque,out,[51-100],Poole,Dunkerque,British,Dunkerque,Lille
140,,1789,Flandre,Dunkerque,out,[101-200],Plassac,Dunkerque,French,Dunkerque,Lille
72,,1789,Flandre,Dunkerque,in-out,[51-100],,Gravelines,French,Gravelines,Lille
40,,1789,Flandre,Dunkerque,in-out,[21-50],,Gravelines,French,Gravelines,Lille
110,,1789,Flandre,Dunkerque,out,[101-200],Durkendam,Dunkerque,Dutch,Dunkerque,Lille
80,,1789,Flandre,Dunkerque,out,[51-100],Ayr,Dunkerque,British,Dunkerque,Lille
80,France,1789,Flandre,Dunkerque,out,[51-100],Rouen,Dunkerque,French,Dunkerque,Lille
30,France,1789,Flandre,Dunkerque,out,[21-50],Dunkerque,Dunkerque,French,Dunkerque,Lille
55,Provinces-Unies,1789,Flandre,Dunkerque,out,[51-100],Amsterdam,Dunkerque,Dutch,Dunkerque,Lille
36,Autriche,1789,Flandre,Dunkerque,out,[21-50],Ostende,Dunkerque,Austrian NL,Dunkerque,Lille
50,France,1789,Flandre,Dunkerque,out,[21-50],Dunkerque,Dunkerque,French,Dunkerque,Lille
51,,1789,Flandre,Dunkerque,in-out,[51-100],,Gravelines,French,Gravelines,Lille
60,France,1789,Flandre,Dunkerque,out,[51-100],Nantes,Dunkerque,French,Dunkerque,Lille
165,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
50,,1789,Flandre,Dunkerque,out,[21-50],Kampen,Dunkerque,Dutch,Dunkerque,Lille
170,,1789,Flandre,Dunkerque,out,[101-200],Staverne,Dunkerque,Dutch,Dunkerque,Lille
60,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Londres,Dunkerque,British,Dunkerque,Lille
32,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Londres,Dunkerque,British,Dunkerque,Lille
140,,1789,Flandre,Dunkerque,out,[101-200],Osternsoer [Osterrisør],Dunkerque,Danish,Dunkerque,Lille
125,Danemark,1789,Flandre,Dunkerque,out,[101-200],Notteroé,Dunkerque,Danish/Norwegian,Dunkerque,Lille
90,France,1789,Flandre,Dunkerque,out,[51-100],Dunkerque,Dunkerque,French,Dunkerque,Lille
135,,1789,Flandre,Dunkerque,out,[101-200],Baroustoner,Dunkerque,British,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Lee,Dunkerque,British,Dunkerque,Lille
12,,1789,Flandre,Dunkerque,out,[1-20],Whitstable,Dunkerque,British,Dunkerque,Lille
74,,1789,Flandre,Dunkerque,out,[51-100],Portsoy,Dunkerque,British,Dunkerque,Lille
72,,1789,Flandre,Dunkerque,out,[51-100],Vindam,Dunkerque,Dutch,Dunkerque,Lille
60,France,1789,Flandre,Dunkerque,out,[51-100],Saint Malo,Dunkerque,French,Dunkerque,Lille
40,France,1789,Flandre,Dunkerque,out,[21-50],Argenton,Dunkerque,French,Dunkerque,Lille
65,,1789,Flandre,Dunkerque,out,[51-100],Schersmonke,Dunkerque,Dutch,Dunkerque,Lille
90,France,1789,Flandre,Dunkerque,out,[51-100],Quiberon,Dunkerque,French,Dunkerque,Lille
76,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Wells,Dunkerque,British,Dunkerque,Lille
55,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Leith,Dunkerque,British,Dunkerque,Lille
150,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
250,France,1789,Flandre,Dunkerque,out,[201-500],Dunkerque,Dunkerque,French,Dunkerque,Lille
300,France,1789,Flandre,Dunkerque,out,[201-500],Dunkerque,Dunkerque,French,Dunkerque,Lille
150,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
53,France,1789,Flandre,Dunkerque,out,[51-100],Saint Malo,Dunkerque,French,Dunkerque,Lille
36,France,1789,Flandre,Dunkerque,out,[21-50],Boulogne,Dunkerque,French,Dunkerque,Lille
60,France,1789,Flandre,Dunkerque,out,[51-100],Dunkerque,Dunkerque,French,Dunkerque,Lille
98,France,1789,Flandre,Dunkerque,out,[51-100],Saint Malo,Dunkerque,French,Dunkerque,Lille
55,Provinces-Unies,1789,Flandre,Dunkerque,out,[51-100],Terver,Dunkerque,Dutch,Dunkerque,Lille
55,Provinces-Unies,1789,Flandre,Dunkerque,out,[51-100],Terver,Dunkerque,Dutch,Dunkerque,Lille
45,France,1789,Flandre,Dunkerque,out,[21-50],Gravelines,Gravelines,French,Gravelines,Lille
25,France,1789,Flandre,Dunkerque,out,[21-50],Boulogne,Dunkerque,French,Dunkerque,Lille
180,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
25,France,1789,Flandre,Dunkerque,out,[21-50],Boulogne,Dunkerque,French,Dunkerque,Lille
52,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Londres,Dunkerque,British,Dunkerque,Lille
40,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Newcastle,Dunkerque,British,Dunkerque,Lille
70,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Hull,Dunkerque,British,Dunkerque,Lille
83,France,1789,Flandre,Dunkerque,out,[51-100],Dunkerque,Dunkerque,French,Dunkerque,Lille
200,France,1789,Flandre,Dunkerque,out,[101-200],Dunkerque,Dunkerque,French,Dunkerque,Lille
160,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Dublin,Dunkerque,British,Dunkerque,Lille
100,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Londres,Dunkerque,British,Dunkerque,Lille
110,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Londres,Dunkerque,British,Dunkerque,Lille
100,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Londres,Dunkerque,British,Dunkerque,Lille
120,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Glascow,Dunkerque,British,Dunkerque,Lille
270,Provinces-Unies,1789,Flandre,Dunkerque,out,[201-500],Amsterdam,Dunkerque,Dutch,Dunkerque,Lille
115,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Londres,Dunkerque,British,Dunkerque,Lille
40,France,1789,Flandre,Dunkerque,out,[21-50],Dunkerque,Dunkerque,French,Dunkerque,Lille
45,France,1789,Flandre,Dunkerque,out,[21-50],Paimpol,Dunkerque,French,Dunkerque,Lille
72,France,1789,Flandre,Dunkerque,out,[51-100],Bordeaux,Dunkerque,French,Dunkerque,Lille
60,,1789,Flandre,Dunkerque,out,[51-100],Vindam,Dunkerque,Dutch,Dunkerque,Lille
70,,1789,Flandre,Dunkerque,out,[51-100],Schermonier,Dunkerque,Dutch,Dunkerque,Lille
38,France,1789,Flandre,Dunkerque,out,[21-50],Lannion,Dunkerque,French,Dunkerque,Lille
50,France,1789,Flandre,Dunkerque,out,[21-50],Vannes,Dunkerque,French,Dunkerque,Lille
80,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Yarmouth,Dunkerque,British,Dunkerque,Lille
60,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Yarmouth,Dunkerque,British,Dunkerque,Lille
50,France,1789,Flandre,Dunkerque,out,[21-50],Lorient,Dunkerque,French,Dunkerque,Lille
70,,1789,Flandre,Dunkerque,out,[51-100],Barmouth,Dunkerque,British,Dunkerque,Lille
44,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Yarmouth,Dunkerque,British,Dunkerque,Lille
60,,1789,Flandre,Dunkerque,out,[51-100],Zapmer [Sappemeer],Dunkerque,Dutch,Dunkerque,Lille
60,,1789,Flandre,Dunkerque,out,[51-100],Poole,Dunkerque,British,Dunkerque,Lille
118,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Yarmouth,Dunkerque,British,Dunkerque,Lille
44,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Yarmouth,Dunkerque,British,Dunkerque,Lille
40,France,1789,Flandre,Dunkerque,out,[21-50],Ile aux moines,Dunkerque,French,Dunkerque,Lille
110,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Yarmouth,Dunkerque,British,Dunkerque,Lille
90,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Yarmouth,Dunkerque,British,Dunkerque,Lille
25,France,1789,Flandre,Dunkerque,out,[21-50],Boulogne,Dunkerque,French,Dunkerque,Lille
50,France,1789,Flandre,Dunkerque,out,[21-50],Noirmoutier,Dunkerque,French,Dunkerque,Lille
65,France,1789,Flandre,Dunkerque,out,[51-100],Libourne,Dunkerque,French,Dunkerque,Lille
40,Autriche,1789,Flandre,Dunkerque,out,[21-50],Ostende,Dunkerque,Austrian NL,Dunkerque,Lille
60,France,1789,Flandre,Dunkerque,out,[51-100],Blaye,Dunkerque,French,Dunkerque,Lille
40,Autriche,1789,Flandre,Dunkerque,out,[21-50],Nieuport,Dunkerque,Austrian NL,Dunkerque,Lille
86,France,1789,Flandre,Dunkerque,out,[51-100],Saint Brieux,Dunkerque,French,Dunkerque,Lille
85,France,1789,Flandre,Dunkerque,out,[51-100],Rhuis,Dunkerque,French,Dunkerque,Lille
34,France,1789,Flandre,Dunkerque,out,[21-50],Treguier,Dunkerque,French,Dunkerque,Lille
45,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Yarmouth,Dunkerque,British,Dunkerque,Lille
50,France,1789,Flandre,Dunkerque,out,[21-50],Libourne,Dunkerque,French,Dunkerque,Lille
59,France,1789,Flandre,Dunkerque,out,[51-100],Argenton,Dunkerque,French,Dunkerque,Lille
65,Grande-Bretagne,1789,Flandre,Dunkerque,out,[51-100],Leith,Dunkerque,British,Dunkerque,Lille
56,,1789,Flandre,Dunkerque,out,[51-100],Vindam,Dunkerque,Dutch,Dunkerque,Lille
140,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Yarmouth,Dunkerque,British,Dunkerque,Lille
110,Danemark,1789,Flandre,Dunkerque,out,[101-200],Tousberg,Dunkerque,Danish/Norwegian,Dunkerque,Lille
44,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Yarmouth,Dunkerque,British,Dunkerque,Lille
33,France,1789,Flandre,Dunkerque,out,[21-50],Honfleur,Dunkerque,French,Dunkerque,Lille
100,,1789,Flandre,Dunkerque,out,[51-100],Poole,Dunkerque,British,Dunkerque,Lille
44,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Yarmouth,Dunkerque,British,Dunkerque,Lille
57,,1789,Flandre,Dunkerque,out,[51-100],Scheermouske,Dunkerque,Dutch,Dunkerque,Lille
45,Grande-Bretagne,1789,Flandre,Dunkerque,out,[21-50],Liverpool,Dunkerque,British,Dunkerque,Lille
40,France,1789,Flandre,Dunkerque,out,[21-50],Dunkerque,Dunkerque,French,Dunkerque,Lille
55,Provinces-Unies,1789,Flandre,Dunkerque,out,[51-100],Terver,Dunkerque,Dutch,Dunkerque,Lille
55,Provinces-Unies,1789,Flandre,Dunkerque,out,[51-100],Terver,Dunkerque,Dutch,Dunkerque,Lille
60,,1789,Flandre,Dunkerque,out,[51-100],Vindam,Dunkerque,Dutch,Dunkerque,Lille
130,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Sunderland,Dunkerque,British,Dunkerque,Lille
125,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Sunderland,Dunkerque,British,Dunkerque,Lille
125,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Sunderland,Dunkerque,British,Dunkerque,Lille
125,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Sunderland,Dunkerque,British,Dunkerque,Lille
105,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Lynn,Dunkerque,British,Dunkerque,Lille
120,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Lynn,Dunkerque,British,Dunkerque,Lille
180,Grande-Bretagne,1789,Flandre,Dunkerque,out,[101-200],Sunderland,Dunkerque,British,Dunkerque,Lille
